模型,IV,β(cls_edu),校正标准误,p值,R²,N,Partial F,对比OLS β,对比OLS se,Hansen J,J检验p值
2SLS,同校其他年级均值,0.0008,(0.0207),0.9690,0.008,17079,63080.185,-0.0130,(0.0208),9.064,0.0026
